state,date,deaths,cases,Case_Fatality_Ratio
Nevada,2020-12-27,215,9678,1.7
Nevada,2021-01-03,221,10053,1.39
Nevada,2021-01-10,225,10407,1.44
Nevada,2021-01-17,227,10649,1.09
Nevada,2021-01-24,229,10891,0.94
Nevada,2021-01-31,233,11199,1.65
Nevada,2021-02-07,236,11388,1.93
Nevada,2021-02-14,241,11661,1.84
Nevada,2021-02-21,244,11822,1.79
Nevada,2021-02-28,246,12014,1.2
Nevada,2021-03-07,247,12110,1.41
Nevada,2021-03-14,248,12223,1.37
Nevada,2021-03-21,250,12357,1.88
Nevada,2021-03-28,251,12472,0.97
Nevada,2021-04-04,253,12613,1.92
Nevada,2021-04-11,254,12770,0.88
Nevada,2021-04-18,255,12861,1.87
Nevada,2021-04-25,257,12997,1.8
Nevada,2021-05-02,258,13086,1.85
Nevada,2021-05-09,259,13182,1.36
Nevada,2021-05-16,259,13271,1.13
Nevada,2021-05-23,261,13389,1.87
Nevada,2021-05-30,262,13523,0.99
Nevada,2021-06-06,264,13730,0.98
Nevada,2021-06-13,268,13953,1.68
Nevada,2021-06-20,269,14103,1.05
Nevada,2021-06-27,271,14247,1.33
Nevada,2021-07-04,273,14441,1.34
Nevada,2021-07-11,275,14634,1.59
Nevada,2021-07-18,276,14769,1.18
Nevada,2021-07-25,277,14903,1.05
Nevada,2021-08-01,278,15096,0.93
Nevada,2021-08-08,279,15272,0.91
Nevada,2021-08-15,281,15441,1.24
Nevada,2021-08-22,282,15585,1.63
Nevada,2021-08-29,285,15798,1.34
Nevada,2021-09-05,287,15953,1.61
Nevada,2021-09-12,289,16148,1.54
Nevada,2021-09-19,293,16408,1.4
Nevada,2021-09-26,296,16672,1.29
Nevada,2021-10-03,299,16896,1.79
Nevada,2021-10-10,303,17151,1.77
Nevada,2021-10-17,305,17439,1.09
Nevada,2021-10-24,307,17767,0.92
Nevada,2021-10-31,312,18120,1.22
Nevada,2021-11-07,315,18510,1.12
Nevada,2021-11-14,318,18862,1.34
Nevada,2021-11-21,321,19225,0.84
Nevada,2021-11-28,323,19483,0.95
Nevada,2021-12-05,330,19912,1.63
Nevada,2021-12-12,333,20231,1.2
Nevada,2021-12-19,338,20568,1.46
Nevada,2021-12-26,342,20859,1.94
New Hampshire,2020-03-01,2,88,2.53
New Hampshire,2020-03-08,4,168,3.4
New Hampshire,2020-03-15,7,271,3.33
New Hampshire,2020-03-22,12,407,4.17
New Hampshire,2020-03-29,16,548,3.67
New Hampshire,2020-04-05,19,684,3.13
New Hampshire,2020-04-12,22,796,2.71
New Hampshire,2020-04-19,28,936,4.4
New Hampshire,2020-04-26,32,1020,4.27
New Hampshire,2020-05-03,36,1114,3.67
New Hampshire,2020-05-10,38,1194,4.31
New Hampshire,2020-05-17,39,1241,3.38
New Hampshire,2020-05-24,40,1286,4.48
New Hampshire,2020-05-31,40,1301,4.1
New Hampshire,2020-06-07,40,1334,2.24
New Hampshire,2020-06-14,40,1382,2.25
New Hampshire,2020-06-21,41,1435,2.5
New Hampshire,2020-06-28,41,1470,2.6
New Hampshire,2020-07-05,41,1503,2.29
New Hampshire,2020-07-12,41,1547,1.68
New Hampshire,2020-07-19,41,1582,1.5
New Hampshire,2020-07-26,42,1634,2.8
New Hampshire,2020-08-02,43,1682,2.41
New Hampshire,2020-08-09,43,1720,2.52
New Hampshire,2020-08-16,44,1758,2.95
New Hampshire,2020-08-23,44,1794,1.68
New Hampshire,2020-08-30,45,1838,2.06
New Hampshire,2020-09-06,45,1867,1.96
New Hampshire,2020-09-13,45,1903,1.88
New Hampshire,2020-09-20,45,1952,1.65
New Hampshire,2020-09-27,45,2000,1.77
New Hampshire,2020-10-04,47,2122,2.1
New Hampshire,2020-10-11,50,2308,1.69
New Hampshire,2020-10-18,53,2465,2.06
New Hampshire,2020-10-25,56,2590,2.53
New Hampshire,2020-11-01,60,2739,2.72
New Hampshire,2020-11-08,63,2929,1.95
New Hampshire,2020-11-15,66,3103,1.85
New Hampshire,2020-11-22,67,3251,1.64
New Hampshire,2020-11-29,70,3414,1.6
New Hampshire,2020-12-06,72,3593,1.72
New Hampshire,2020-12-13,77,3848,2.28
New Hampshire,2020-12-20,81,4088,2.09
New Hampshire,2020-12-27,83,4243,2.07
New Hampshire,2021-01-03,85,4439,1.15
New Hampshire,2021-01-10,86,4561,1.03
New Hampshire,2021-01-17,88,4754,1.25
New Hampshire,2021-01-24,88,4872,0.95
New Hampshire,2021-01-31,88,4983,0.99
New Hampshire,2021-02-07,89,5113,0.82
New Hampshire,2021-02-14,90,5206,1.41
New Hampshire,2021-02-21,90,5285,1.15
New Hampshire,2021-02-28,90,5383,1.03
New Hampshire,2021-03-07,90,5451,1.22
New Hampshire,2021-03-14,90,5501,0.95
New Hampshire,2021-03-21,90,5556,1.04
New Hampshire,2021-03-28,90,5620,1.51
New Hampshire,2021-04-04,91,5676,1.64
New Hampshire,2021-04-11,91,5735,0.98
New Hampshire,2021-04-18,91,5795,0.83
New Hampshire,2021-04-25,91,5844,1.6
New Hampshire,2021-05-02,92,5902,1.9
New Hampshire,2021-05-09,93,5971,1.97
New Hampshire,2021-05-16,93,6030,1.3
New Hampshire,2021-05-23,93,6076,1.98
New Hampshire,2021-05-30,93,6140,0.9
New Hampshire,2021-06-06,93,6245,0.83
New Hampshire,2021-06-13,93,6305,1.59
New Hampshire,2021-06-20,94,6391,1.64
New Hampshire,2021-06-27,94,6450,0.88
New Hampshire,2021-07-04,95,6524,1.69
New Hampshire,2021-07-11,95,6592,1.28
New Hampshire,2021-07-18,96,6654,1.97
New Hampshire,2021-07-25,97,6715,1.51
New Hampshire,2021-08-01,97,6781,0.82
New Hampshire,2021-08-08,98,6851,1.96
New Hampshire,2021-08-15,98,6904,1.03
New Hampshire,2021-08-22,99,6994,1.54
New Hampshire,2021-08-29,100,7050,1.79
New Hampshire,2021-09-05,101,7121,1.65
New Hampshire,2021-09-12,101,7184,1.04
New Hampshire,2021-09-19,102,7268,1.3
New Hampshire,2021-09-26,102,7365,1.12
New Hampshire,2021-10-03,103,7477,1.27
New Hampshire,2021-10-10,105,7613,1.7
New Hampshire,2021-10-17,106,7730,0.96
New Hampshire,2021-10-24,107,7831,1.33
New Hampshire,2021-10-31,108,7985,0.95
New Hampshire,2021-11-07,110,8149,1.36
New Hampshire,2021-11-14,112,8298,1.76
New Hampshire,2021-11-21,114,8466,1.35
New Hampshire,2021-11-28,116,8611,1.36
New Hampshire,2021-12-05,118,8788,1.47
New Hampshire,2021-12-12,121,8935,1.96
New Hampshire,2021-12-19,122,9114,0.84
New Hampshire,2021-12-26,124,9278,1.8
New Jersey,2020-03-01,17,562,3.6
New Jersey,2020-03-08,33,1097,3.06
New Jersey,2020-03-15,49,1628,2.82
New Jersey,2020-03-22,67,2273,2.97
New Jersey,2020-03-29,102,3179,4.03
New Jersey,2020-04-05,136,4268,3.74
New Jersey,2020-04-12,159,4995,3.37
New Jersey,2020-04-19,193,5986,3.66
New Jersey,2020-04-26,211,6610,2.95
New Jersey,2020-05-03,230,7242,3.53
New Jersey,2020-05-10,252,7823,4.21
New Jersey,2020-05-17,268,8212,4.45
New Jersey,2020-05-24,275,8485,2.68
New Jersey,2020-05-31,280,8594,4.42
New Jersey,2020-06-07,288,8920,2.56
New Jersey,2020-06-14,296,9190,2.79
New Jersey,2020-06-21,304,9468,2.9
New Jersey,2020-06-28,309,9753,2.18
New Jersey,2020-07-05,312,9948,1.86
New Jersey,2020-07-12,318,10206,2.17
New Jersey,2020-07-19,322,10459,2.18
New Jersey,2020-07-26,327,10662,2.66
New Jersey,2020-08-02,332,10984,1.72
New Jersey,2020-08-09,335,11221,1.84
New Jersey,2020-08-16,338,11437,1.96
New Jersey,2020-08-23,344,11796,1.96
New Jersey,2020-08-30,348,12024,2.38
New Jersey,2020-09-06,356,12363,2.94
New Jersey,2020-09-13,360,12633,1.53
New Jersey,2020-09-20,364,12897,1.91
New Jersey,2020-09-27,369,13201,2.12
New Jersey,2020-10-04,395,14192,2.35
New Jersey,2020-10-11,416,14949,2.68
New Jersey,2020-10-18,436,15774,2.54
New Jersey,2020-10-25,462,17241,1.71
New Jersey,2020-11-01,493,18387,2.94
New Jersey,2020-11-08,535,20044,2.85
New Jersey,2020-11-15,577,21635,2.99
New Jersey,2020-11-22,604,22961,2.28
New Jersey,2020-11-29,620,23948,1.83
New Jersey,2020-12-06,647,25289,1.76
New Jersey,2020-12-13,673,26822,1.63
New Jersey,2020-12-20,707,28270,2.93
New Jersey,2020-12-27,743,29347,2.89
New Jersey,2021-01-03,762,30706,1.72
New Jersey,2021-01-10,772,31835,1.08
New Jersey,2021-01-17,783,33059,0.96
New Jersey,2021-01-24,797,34246,1.02
New Jersey,2021-01-31,810,35345,1.47
New Jersey,2021-02-07,818,36019,1.31
New Jersey,2021-02-14,827,36606,1.97
New Jersey,2021-02-21,832,37294,0.8
New Jersey,2021-02-28,838,37974,1.15
New Jersey,2021-03-07,845,38379,1.66
New Jersey,2021-03-14,849,38710,1.1
New Jersey,2021-03-21,856,39175,1.35
New Jersey,2021-03-28,860,39535,1.31
New Jersey,2021-04-04,864,39890,1.44
New Jersey,2021-04-11,870,40249,1.74
New Jersey,2021-04-18,876,40650,1.89
New Jersey,2021-04-25,882,41034,1.74
New Jersey,2021-05-02,885,41366,0.96
New Jersey,2021-05-09,891,41731,1.85
New Jersey,2021-05-16,898,42141,1.77
New Jersey,2021-05-23,903,42489,1.42
New Jersey,2021-05-30,906,42832,1.27
New Jersey,2021-06-06,913,43600,0.91
New Jersey,2021-06-13,920,44149,1.29
New Jersey,2021-06-20,926,44554,1.51
New Jersey,2021-06-27,933,45177,1.0
New Jersey,2021-07-04,943,45721,1.86
New Jersey,2021-07-11,953,46214,1.9
New Jersey,2021-07-18,957,46669,1.13
New Jersey,2021-07-25,961,47102,1.14
New Jersey,2021-08-01,966,47668,0.88
New Jersey,2021-08-08,969,48048,1.21
New Jersey,2021-08-15,977,48467,1.72
New Jersey,2021-08-22,982,48888,1.36
New Jersey,2021-08-29,993,49537,1.72
New Jersey,2021-09-05,1002,50154,1.82
New Jersey,2021-09-12,1013,50713,1.89
New Jersey,2021-09-19,1021,51359,1.44
New Jersey,2021-09-26,1031,52037,1.59
New Jersey,2021-10-03,1043,52839,1.83
New Jersey,2021-10-10,1053,53569,1.29
New Jersey,2021-10-17,1065,54243,1.57
New Jersey,2021-10-24,1082,55036,1.89
New Jersey,2021-10-31,1090,55702,1.08
New Jersey,2021-11-07,1098,56859,0.92
New Jersey,2021-11-14,1111,57607,2.0
New Jersey,2021-11-21,1125,58575,1.82
New Jersey,2021-11-28,1138,59626,1.13
New Jersey,2021-12-05,1153,60501,1.62
New Jersey,2021-12-12,1159,61347,0.84
New Jersey,2021-12-19,1176,62239,1.77
New Jersey,2021-12-26,1191,63232,1.53
New Mexico,2020-03-01,3,126,3.35
New Mexico,2020-03-08,7,243,3.57
New Mexico,2020-03-15,11,402,2.68
New Mexico,2020-03-22,15,558,2.89
New Mexico,2020-03-29,20,729,3.67
New Mexico,2020-04-05,26,934,3.57
New Mexico,2020-04-12,32,1099,4.26
New Mexico,2020-04-19,36,1285,2.57
New Mexico,2020-04-26,43,1468,3.62
New Mexico,2020-05-03,47,1589,3.0
New Mexico,2020-05-10,51,1742,2.77
New Mexico,2020-05-17,52,1815,2.62
New Mexico,2020-05-24,53,1861,3.92
New Mexico,2020-05-31,53,1886,2.52
New Mexico,2020-06-07,54,1937,2.41
New Mexico,2020-06-14,55,2003,1.97
New Mexico,2020-06-21,55,2055,1.78
New Mexico,2020-06-28,56,2124,1.9
New Mexico,2020-07-05,57,2188,2.41
New Mexico,2020-07-12,58,2254,2.21
New Mexico,2020-07-19,60,2333,2.74
New Mexico,2020-07-26,61,2386,1.89
New Mexico,2020-08-02,62,2458,2.25
New Mexico,2020-08-09,63,2530,2.71
New Mexico,2020-08-16,64,2599,2.14
New Mexico,2020-08-23,65,2675,2.29
New Mexico,2020-08-30,66,2753,2.24
New Mexico,2020-09-06,67,2826,1.83
New Mexico,2020-09-13,68,2903,2.59
New Mexico,2020-09-20,68,2955,2.03
New Mexico,2020-09-27,69,3006,2.61
New Mexico,2020-10-04,73,3203,2.08
New Mexico,2020-10-11,75,3412,1.62
New Mexico,2020-10-18,80,3670,2.4
New Mexico,2020-10-25,84,3923,1.58
New Mexico,2020-11-01,88,4205,1.72
New Mexico,2020-11-08,91,4433,1.65
New Mexico,2020-11-15,95,4684,1.88
New Mexico,2020-11-22,104,5084,2.78
New Mexico,2020-11-29,109,5368,1.81
New Mexico,2020-12-06,114,5593,2.51
New Mexico,2020-12-13,121,5978,1.75
New Mexico,2020-12-20,126,6333,1.69
New Mexico,2020-12-27,129,6565,1.88
New Mexico,2021-01-03,133,6847,1.29
New Mexico,2021-01-10,136,7045,1.97
New Mexico,2021-01-17,138,7318,1.21
New Mexico,2021-01-24,141,7578,1.17
New Mexico,2021-01-31,143,7779,1.37
New Mexico,2021-02-07,144,7976,0.91
New Mexico,2021-02-14,145,8166,0.87
New Mexico,2021-02-21,146,8321,1.32
New Mexico,2021-02-28,147,8418,1.41
New Mexico,2021-03-07,148,8501,1.72
New Mexico,2021-03-14,149,8584,1.99
New Mexico,2021-03-21,150,8686,1.3
New Mexico,2021-03-28,150,8747,0.95
New Mexico,2021-04-04,151,8826,1.81
New Mexico,2021-04-11,152,8918,1.65
New Mexico,2021-04-18,153,8995,1.49
New Mexico,2021-04-25,154,9058,1.99
New Mexico,2021-05-02,155,9120,1.85
New Mexico,2021-05-09,156,9212,1.19
New Mexico,2021-05-16,156,9284,1.21
New Mexico,2021-05-23,157,9379,1.41
New Mexico,2021-05-30,157,9440,1.4
New Mexico,2021-06-06,158,9615,0.86
New Mexico,2021-06-13,160,9775,1.09
New Mexico,2021-06-20,161,9863,1.68
New Mexico,2021-06-27,162,9992,1.33
New Mexico,2021-07-04,163,10134,1.36
New Mexico,2021-07-11,164,10256,1.38
New Mexico,2021-07-18,164,10344,0.88
New Mexico,2021-07-25,165,10457,1.41
New Mexico,2021-08-01,166,10586,1.54
New Mexico,2021-08-08,167,10706,1.3
New Mexico,2021-08-15,168,10826,1.22
New Mexico,2021-08-22,169,10916,1.61
New Mexico,2021-08-29,170,11067,0.94
New Mexico,2021-09-05,171,11181,1.25
New Mexico,2021-09-12,172,11323,1.33
New Mexico,2021-09-19,174,11451,1.77
New Mexico,2021-09-26,176,11624,1.64
New Mexico,2021-10-03,177,11747,1.13
New Mexico,2021-10-10,179,11967,1.39
New Mexico,2021-10-17,180,12108,1.19
New Mexico,2021-10-24,182,12249,1.93
New Mexico,2021-10-31,186,12497,1.74
New Mexico,2021-11-07,189,12717,1.55
New Mexico,2021-11-14,193,12947,1.46
New Mexico,2021-11-21,197,13198,1.73
New Mexico,2021-11-28,198,13385,0.9
New Mexico,2021-12-05,202,13616,1.8
New Mexico,2021-12-12,204,13857,1.43
New Mexico,2021-12-19,207,14105,1.79
New Mexico,2021-12-26,210,14350,1.51
New York,2020-03-01,33,781,4.46
New York,2020-03-08,66,1875,2.84
New York,2020-03-15,119,3559,3.79
New York,2020-03-22,186,5785,3.28
New York,2020-03-29,257,7692,3.28
New York,2020-04-05,347,10229,3.11
New York,2020-04-12,438,12559,4.36
New York,2020-04-19,505,14527,3.05
New York,2020-04-26,545,15717,3.63
New York,2020-05-03,600,17005,3.79
New York,2020-05-10,646,18233,4.21
New York,2020-05-17,669,19093,3.4
New York,2020-05-24,692,19675,3.82
New York,2020-05-31,702,20035,3.64
New York,2020-06-07,712,20501,2.39
New York,2020-06-14,721,20954,2.14
New York,2020-06-21,735,21497,2.58
New York,2020-06-28,750,22042,2.63
New York,2020-07-05,762,22698,2.33
New York,2020-07-12,778,23375,2.06
New York,2020-07-19,793,24096,2.38
New York,2020-07-26,802,24594,2.01
New York,2020-08-02,812,25125,2.27
New York,2020-08-09,827,25904,1.66
New York,2020-08-16,845,26660,2.29
New York,2020-08-23,858,27242,2.45
New York,2020-08-30,870,27775,2.37
New York,2020-09-06,881,28409,1.93
New York,2020-09-13,887,28863,1.58
New York,2020-09-20,895,29314,1.66
New York,2020-09-27,904,29752,2.49
New York,2020-10-04,952,32119,2.23
New York,2020-10-11,997,34279,2.07
New York,2020-10-18,1049,36073,3.0
New York,2020-10-25,1104,38362,2.57
New York,2020-11-01,1180,41582,2.18
New York,2020-11-08,1245,43739,2.77
New York,2020-11-15,1283,46160,1.72
New York,2020-11-22,1354,50014,1.89
New York,2020-11-29,1400,52188,2.1
New York,2020-12-06,1498,56028,2.28
New York,2020-12-13,1542,59082,1.56
New York,2020-12-20,1642,62096,2.93
New York,2020-12-27,1679,64407,1.83
New York,2021-01-03,1745,67679,1.82
New York,2021-01-10,1776,69958,1.41
New York,2021-01-17,1797,71871,1.41
New York,2021-01-24,1829,73464,1.86
New York,2021-01-31,1852,75222,1.42
New York,2021-02-07,1888,77110,1.74
New York,2021-02-14,1904,78777,1.05
New York,2021-02-21,1921,80066,1.2
New York,2021-02-28,1930,81128,0.97
New York,2021-03-07,1941,82168,1.07
New York,2021-03-14,1947,82943,0.89
New York,2021-03-21,1961,83849,1.42
New York,2021-03-28,1968,84554,0.9
New York,2021-04-04,1980,85302,1.49
New York,2021-04-11,1990,86024,1.66
New York,2021-04-18,1997,86730,0.97
New York,2021-04-25,2010,87403,1.66
New York,2021-05-02,2021,88224,1.45
New York,2021-05-09,2031,88947,1.37
New York,2021-05-16,2053,89990,1.93
New York,2021-05-23,2067,90986,1.36
New York,2021-05-30,2082,91985,1.27
New York,2021-06-06,2102,93256,1.52
New York,2021-06-13,2121,94858,1.09
New York,2021-06-20,2136,96064,1.12
New York,2021-06-27,2153,97231,1.59
New York,2021-07-04,2168,98301,1.54
New York,2021-07-11,2184,99157,1.95
New York,2021-07-18,2198,100322,1.29
New York,2021-07-25,2210,101276,1.29
New York,2021-08-01,2222,102315,1.4
New York,2021-08-08,2230,103342,1.0
New York,2021-08-15,2251,104675,1.53
New York,2021-08-22,2271,105710,1.89
New York,2021-08-29,2290,107050,1.24
New York,2021-09-05,2313,108502,1.82
New York,2021-09-12,2324,109615,1.14
New York,2021-09-19,2335,111278,0.84
New York,2021-09-26,2346,112536,1.04
New York,2021-10-03,2367,114358,1.48
New York,2021-10-10,2384,115925,1.29
New York,2021-10-17,2418,117834,1.64
New York,2021-10-24,2437,119897,0.8
New York,2021-10-31,2471,122152,1.88
New York,2021-11-07,2521,124641,1.77
New York,2021-11-14,2551,126186,1.69
New York,2021-11-21,2591,128514,1.48
New York,2021-11-28,2622,130591,1.52
New York,2021-12-05,2646,133347,0.89
New York,2021-12-12,2690,135806,1.75
New York,2021-12-19,2734,138572,1.93
New York,2021-12-26,2750,140660,0.83
North Carolina,2020-03-01,26,533,4.32
North Carolina,2020-03-08,40,1058,2.69
North Carolina,2020-03-15,69,1890,3.03
North Carolina,2020-03-22,113,3059,3.31
North Carolina,2020-03-29,149,3997,3.97
North Carolina,2020-04-05,183,4803,4.36
North Carolina,2020-04-12,213,5978,3.23
North Carolina,2020-04-19,240,6717,3.49
North Carolina,2020-04-26,273,7504,3.89
North Carolina,2020-05-03,306,8340,3.49
North Carolina,2020-05-10,323,8931,3.4
North Carolina,2020-05-17,333,9319,2.58
North Carolina,2020-05-24,341,9566,3.11
North Carolina,2020-05-31,344,9712,2.98
North Carolina,2020-06-07,350,10076,1.69
North Carolina,2020-06-14,358,10390,2.53
North Carolina,2020-06-21,363,10761,1.57
North Carolina,2020-06-28,367,11032,1.72
North Carolina,2020-07-05,373,11309,2.28
North Carolina,2020-07-12,379,11599,2.58
North Carolina,2020-07-19,384,11872,2.31
North Carolina,2020-07-26,389,12106,2.13
North Carolina,2020-08-02,395,12460,1.63
North Carolina,2020-08-09,404,12816,2.42
North Carolina,2020-08-16,409,13111,1.83
North Carolina,2020-08-23,416,13433,2.31
North Carolina,2020-08-30,429,13830,2.85
North Carolina,2020-09-06,438,14199,2.92
North Carolina,2020-09-13,444,14468,2.24
North Carolina,2020-09-20,451,14782,2.62
North Carolina,2020-09-27,456,15048,2.6
North Carolina,2020-10-04,472,15959,1.9
North Carolina,2020-10-11,498,17201,2.05
North Carolina,2020-10-18,521,18117,2.71
North Carolina,2020-10-25,553,19534,2.59
North Carolina,2020-11-01,593,21240,2.42
North Carolina,2020-11-08,630,22420,2.91
North Carolina,2020-11-15,658,23667,2.01
North Carolina,2020-11-22,702,25398,2.65
North Carolina,2020-11-29,734,27166,2.08
North Carolina,2020-12-06,780,28850,2.96
North Carolina,2020-12-13,818,30349,2.51
North Carolina,2020-12-20,857,32146,2.64
North Carolina,2020-12-27,912,34000,2.63
North Carolina,2021-01-03,934,35471,1.83
North Carolina,2021-01-10,952,36615,1.85
North Carolina,2021-01-17,969,37481,1.75
North Carolina,2021-01-24,985,38323,1.83
North Carolina,2021-01-31,1001,39287,1.8
North Carolina,2021-02-07,1008,39983,1.14
North Carolina,2021-02-14,1023,40757,1.77
North Carolina,2021-02-21,1033,41468,1.74
North Carolina,2021-02-28,1039,41914,1.85
North Carolina,2021-03-07,1044,42268,1.63
North Carolina,2021-03-14,1048,42779,1.16
North Carolina,2021-03-21,1053,43146,1.49
North Carolina,2021-03-28,1062,43572,1.85
North Carolina,2021-04-04,1066,43930,1.35
North Carolina,2021-04-11,1075,44460,2.0
North Carolina,2021-04-18,1079,44934,1.25
North Carolina,2021-04-25,1082,45228,1.35
North Carolina,2021-05-02,1086,45525,1.62
North Carolina,2021-05-09,1090,45957,1.16
North Carolina,2021-05-16,1094,46351,1.08
North Carolina,2021-05-23,1098,46693,1.41
North Carolina,2021-05-30,1104,47153,1.7
North Carolina,2021-06-06,1110,47831,0.89
North Carolina,2021-06-13,1118,48390,1.43
North Carolina,2021-06-20,1129,49162,1.46
North Carolina,2021-06-27,1140,49712,1.94
North Carolina,2021-07-04,1148,50199,1.81
North Carolina,2021-07-11,1158,50846,1.79
North Carolina,2021-07-18,1164,51437,1.15
North Carolina,2021-07-25,1170,51895,1.67
North Carolina,2021-08-01,1175,52261,1.66
North Carolina,2021-08-08,1179,52666,1.09
North Carolina,2021-08-15,1184,53205,0.85
North Carolina,2021-08-22,1191,53847,1.19
North Carolina,2021-08-29,1198,54425,1.55
North Carolina,2021-09-05,1206,54937,1.83
North Carolina,2021-09-12,1218,55556,1.85
North Carolina,2021-09-19,1226,56197,1.62
North Carolina,2021-09-26,1239,57056,1.38
North Carolina,2021-10-03,1261,58072,1.91
North Carolina,2021-10-10,1271,58923,1.23
North Carolina,2021-10-17,1287,59917,1.86
North Carolina,2021-10-24,1311,61089,1.78
North Carolina,2021-10-31,1322,62293,1.14
North Carolina,2021-11-07,1331,63076,1.15
North Carolina,2021-11-14,1355,64325,1.88
North Carolina,2021-11-21,1361,65089,1.02
North Carolina,2021-11-28,1372,66109,1.4
North Carolina,2021-12-05,1383,67136,1.02
North Carolina,2021-12-12,1398,68254,1.39
North Carolina,2021-12-19,1413,69716,1.06
North Carolina,2021-12-26,1435,71024,1.47
North Dakota,2020-03-01,1,36,3.43
North Dakota,2020-03-08,2,89,3.08
North Dakota,2020-03-15,3,151,3.56
North Dakota,2020-03-22,5,228,3.75
North Dakota,2020-03-29,7,301,3.94
North Dakota,2020-04-05,9,373,3.14
North Dakota,2020-04-12,12,470,3.84
North Dakota,2020-04-19,14,540,4.28
North Dakota,2020-04-26,17,624,4.4
North Dakota,2020-05-03,19,694,3.23
North Dakota,2020-05-10,20,736,3.38
North Dakota,2020-05-17,21,774,2.57
North Dakota,2020-05-24,21,791,3.19
North Dakota,2020-05-31,21,802,3.17
North Dakota,2020-06-07,21,820,1.55
North Dakota,2020-06-14,21,849,1.67
North Dakota,2020-06-21,21,875,2.46
North Dakota,2020-06-28,21,902,1.66
North Dakota,2020-07-05,21,928,2.38
North Dakota,2020-07-12,21,945,2.54
North Dakota,2020-07-19,21,966,2.01
North Dakota,2020-07-26,21,994,2.24
North Dakota,2020-08-02,21,1016,1.65
North Dakota,2020-08-09,21,1033,2.07
North Dakota,2020-08-16,21,1059,2.61
North Dakota,2020-08-23,21,1078,1.91
North Dakota,2020-08-30,21,1096,1.7
North Dakota,2020-09-06,21,1123,1.77
North Dakota,2020-09-13,21,1144,2.69
North Dakota,2020-09-20,21,1162,2.61
North Dakota,2020-09-27,21,1182,2.06
North Dakota,2020-10-04,22,1249,1.86
North Dakota,2020-10-11,23,1307,2.66
North Dakota,2020-10-18,24,1372,2.48
North Dakota,2020-10-25,26,1487,2.24
North Dakota,2020-11-01,28,1605,2.55
North Dakota,2020-11-08,30,1740,1.66
North Dakota,2020-11-15,34,1877,2.53
North Dakota,2020-11-22,36,2008,1.79
North Dakota,2020-11-29,37,2094,2.08
North Dakota,2020-12-06,39,2202,2.0
North Dakota,2020-12-13,41,2342,1.57
North Dakota,2020-12-20,42,2430,2.54
North Dakota,2020-12-27,43,2547,1.93
North Dakota,2021-01-03,44,2674,0.82
North Dakota,2021-01-10,44,2740,1.38
North Dakota,2021-01-17,44,2817,0.96
North Dakota,2021-01-24,45,2904,1.74
North Dakota,2021-01-31,45,2978,1.04
North Dakota,2021-02-07,45,3028,1.1
North Dakota,2021-02-14,45,3085,1.48
North Dakota,2021-02-21,45,3126,1.57
North Dakota,2021-02-28,45,3173,1.11
North Dakota,2021-03-07,45,3195,1.17
North Dakota,2021-03-14,45,3217,1.06
North Dakota,2021-03-21,45,3253,1.35
North Dakota,2021-03-28,45,3282,0.99
North Dakota,2021-04-04,45,3314,1.94
North Dakota,2021-04-11,45,3345,1.19
North Dakota,2021-04-18,45,3367,1.18
North Dakota,2021-04-25,45,3399,1.34
North Dakota,2021-05-02,45,3426,1.26
North Dakota,2021-05-09,45,3465,1.33
North Dakota,2021-05-16,45,3502,1.31
North Dakota,2021-05-23,45,3528,1.69
North Dakota,2021-05-30,45,3564,1.74
North Dakota,2021-06-06,45,3622,1.76
North Dakota,2021-06-13,45,3661,0.8
North Dakota,2021-06-20,45,3702,1.47
North Dakota,2021-06-27,45,3755,1.11
North Dakota,2021-07-04,45,3796,1.4
North Dakota,2021-07-11,45,3830,1.0
North Dakota,2021-07-18,45,3875,1.35
North Dakota,2021-07-25,45,3919,0.97
North Dakota,2021-08-01,45,3965,1.05
North Dakota,2021-08-08,45,3995,0.97
North Dakota,2021-08-15,45,4035,1.74
North Dakota,2021-08-22,45,4080,1.62
North Dakota,2021-08-29,45,4119,1.57
North Dakota,2021-09-05,45,4152,1.82
North Dakota,2021-09-12,45,4194,1.63
North Dakota,2021-09-19,45,4240,0.84
North Dakota,2021-09-26,45,4290,0.93
North Dakota,2021-10-03,45,4359,1.07
North Dakota,2021-10-10,45,4412,1.99
North Dakota,2021-10-17,46,4481,1.91
North Dakota,2021-10-24,47,4570,1.94
North Dakota,2021-10-31,48,4630,1.56
North Dakota,2021-11-07,49,4728,1.02
North Dakota,2021-11-14,49,4799,1.01
North Dakota,2021-11-21,50,4894,1.36
North Dakota,2021-11-28,51,5001,1.28
North Dakota,2021-12-05,52,5078,1.27
North Dakota,2021-12-12,53,5185,1.45
North Dakota,2021-12-19,53,5249,1.05
North Dakota,2021-12-26,53,5309,1.1
Ohio,2020-03-01,12,418,3.03
Ohio,2020-03-08,48,1215,4.35
Ohio,2020-03-15,90,2090,4.36
Ohio,2020-03-22,115,2952,2.76
Ohio,2020-03-29,167,4132,4.08
Ohio,2020-04-05,224,5399,4.47
Ohio,2020-04-12,257,6293,4.16
Ohio,2020-04-19,318,7575,4.41
Ohio,2020-04-26,351,8620,3.42
Ohio,2020-05-03,382,9387,3.77
Ohio,2020-05-10,403,10132,2.9
Ohio,2020-05-17,423,10715,3.45
Ohio,2020-05-24,437,11097,3.82
Ohio,2020-05-31,444,11324,2.83
